trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
714,False,"{'a': 0.4, 'e': 0.057498294068089484}",20,9,18.09373869580302,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.4, 'e': 0.05726876026546735}",20,14,10.8991942194628,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.4, 'e': 0.057040142764231215}",25,11,3.427881229788951,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
717,False,"{'a': 0.4, 'e': 0.056812437906496156}",20,14,8.841598227889431,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.4, 'e': 0.0565856420489796}",30,0,48.620400847168014,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
719,False,"{'a': 0.4, 'e': 0.056359751562942983}",25,7,33.85797495314211,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.4, 'e': 0.056134762834133725}",25,16,-4.612498583562533,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
721,False,"{'a': 0.4, 'e': 0.055910672262727355}",25,8,21.792010212036136,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.4, 'e': 0.05568747626326995}",25,20,10.195367481130534,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.4, 'e': 0.05546517126462075}",25,2,25.353740379809054,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
724,False,"{'a': 0.4, 'e': 0.055243753709895045}",20,11,16.28813858848146,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.4, 'e': 0.05502322005640723}",20,8,11.500293730651602,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
726,False,"{'a': 0.4, 'e': 0.054803566775614154}",25,11,22.983065508091542,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.4, 'e': 0.05458479035305863}",20,14,9.000009998494203,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.4, 'e': 0.05436688728831323}",20,7,21.265272753909294,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.4, 'e': 0.05414985409492427}",25,5,33.62125468511212,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.4, 'e': 0.05393368730035602}",25,4,32.84683330976204,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.4, 'e': 0.05371838344593517}",20,0,31.626058299415668,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.4, 'e': 0.05350393908679544}",20,13,-1.1213885789445832,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
733,False,"{'a': 0.4, 'e': 0.05329035079182252}",25,12,23.972378961064333,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.4, 'e': 0.053077615143599134}",20,16,5.561913303493141,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.4, 'e': 0.05286572873835037}",25,3,16.394573131754946,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
736,False,"{'a': 0.4, 'e': 0.05265468818588921}",25,20,11.866247188006078,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.4, 'e': 0.05244449010956234}",25,5,-9.767122789256476,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
738,False,"{'a': 0.4, 'e': 0.05223513114619604}",25,19,11.50662064893254,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.4, 'e': 0.052026607946042414}",20,8,21.77196588314337,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.4, 'e': 0.05181891717272583}",25,15,16.43009922796001,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.4, 'e': 0.05161205550318949}",25,7,21.643952087717608,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.4, 'e': 0.051406019627642255}",20,9,18.51556106386879,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.4, 'e': 0.05120080624950572}",30,20,12.272361297729514,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.4, 'e': 0.05099641208536147}",25,12,20.659242520109046,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.4, 'e': 0.0507928338648985}",20,10,19.156137964281392,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.4, 'e': 0.05059006833086096}",20,2,20.155209720846244,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
747,False,"{'a': 0.4, 'e': 0.05038811223899596}",25,20,9.75150677922151,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.4, 'e': 0.050186962358001734}",25,0,31.90355259568528,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
749,False,"{'a': 0.4, 'e': 0.04998661546947589}",20,15,-1.429775319711053,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",30,7,37.17401682518287,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",25,14,19.560622094403495,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",25,16,14.737982643251847,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,16,6.614614274277219,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",25,14,22.716301503596597,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",25,16,15.91122033388786,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,14,11.179524352439337,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",25,10,29.237359228926735,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",25,11,26.289029774962746,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",30,17,28.362878161535996,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
