trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
529,False,"{'a': 0.4, 'e': 0.12051271656014938}",25,8,-24.994290868114735,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
530,False,"{'a': 0.4, 'e': 0.12003162851145673}",25,15,17.79239645934878,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.4, 'e': 0.11955246097138092}",25,12,21.215648930230568,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.4, 'e': 0.11907520627323115}",35,24,6.863185079726986,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.4, 'e': 0.11859985678092198}",25,7,25.45904049448698,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.4, 'e': 0.11812640488885146}",20,16,8.452742725810296,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.4, 'e': 0.11765484302177918}",35,17,31.586487774339556,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.4, 'e': 0.11718516363470523}",20,16,7.049450096551041,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.4, 'e': 0.11671735921274937}",20,14,13.04535889790957,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.4, 'e': 0.11625142227103091}",25,0,16.812287414150468,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
539,False,"{'a': 0.4, 'e': 0.1157873453545488}",25,15,19.61274997323025,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.4, 'e': 0.11532512103806251}",30,8,33.521465464179876,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.4, 'e': 0.11486474192597308}",25,13,22.41873450329934,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.4, 'e': 0.11440620065220494}",20,0,30.68090535733967,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
543,False,"{'a': 0.4, 'e': 0.11394948988008789}",20,13,13.862281529210227,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.4, 'e': 0.11349460230223983}",25,15,15.32054197440586,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.4, 'e': 0.11304153064044985}",25,7,27.86668092795397,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.4, 'e': 0.11259026764556165}",25,14,21.6727761802295,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.4, 'e': 0.11214080609735773}",25,15,13.377897644297299,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.4, 'e': 0.11169313880444368}",20,15,9.298642912391234,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.4, 'e': 0.1112472586041333}",30,13,22.58691201703869,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.4, 'e': 0.11080315836233387}",20,15,10.272818491691956,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.4, 'e': 0.11036083097343204}",20,10,20.10280027857589,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.4, 'e': 0.10992026936018012}",20,12,14.363881562616402,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.4, 'e': 0.10948146647358295}",30,15,27.631019809124993,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.4, 'e': 0.10904441529278498}",25,0,23.758359931385886,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
555,False,"{'a': 0.4, 'e': 0.10860910882495797}",20,11,17.158182916446115,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.4, 'e': 0.10817554010518915}",30,11,28.529589381947932,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.4, 'e': 0.10774370219636974}",20,16,7.253659653935089,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.4, 'e': 0.10731358818908404}",20,6,-31.37292506660109,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
559,False,"{'a': 0.4, 'e': 0.1068851912014987}",30,20,18.663053342694276,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.4, 'e': 0.1064585043792528}",20,2,13.34762846120956,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
561,False,"{'a': 0.4, 'e': 0.1060335208953481}",30,22,3.2694623642941005,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
562,False,"{'a': 0.4, 'e': 0.10561023395003977}",25,17,6.124489745472157,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
563,False,"{'a': 0.4, 'e': 0.10518863677072764}",30,9,30.240514240504613,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.4, 'e': 0.1047687226118479}",20,0,25.451190114523115,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
565,False,"{'a': 0.4, 'e': 0.104350484754765}",25,15,-2.2950860080996573,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
566,False,"{'a': 0.4, 'e': 0.10393391650766431}",25,1,20.926143339175496,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
567,False,"{'a': 0.4, 'e': 0.10351901120544502}",20,13,11.111542886125292,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.4, 'e': 0.10310576220961341}",20,14,10.509969082941907,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.4, 'e': 0.10269416290817676}",20,0,28.62302132893692,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.4, 'e': 0.10228420671553744}",25,11,29.027111196058613,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.4, 'e': 0.10187588707238764}",20,15,10.147323131423992,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.4, 'e': 0.10146919744560434}",20,12,1.4904680169423181,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
573,False,"{'a': 0.4, 'e': 0.10106413132814485}",20,2,20.35278285385939,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
574,False,"{'a': 0.4, 'e': 0.10066068223894266}",20,6,20.317959159006804,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.4, 'e': 0.1002588437228037}",25,13,24.646974217083546,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.4, 'e': 0.09985860935030318}",25,18,13.078651666603442,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.4, 'e': 0.09945997271768263}",30,0,6.52531986674093,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
578,False,"{'a': 0.4, 'e': 0.09906292744674731}",25,12,10.578453093938064,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
579,False,"{'a': 0.4, 'e': 0.09866746718476449}",25,5,6.595564936662112,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
580,False,"{'a': 0.4, 'e': 0.09827358560436156}",35,9,28.31326469282189,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
581,False,"{'a': 0.4, 'e': 0.09788127640342477}",30,17,16.219378139177312,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.4, 'e': 0.09749053330499857}",20,13,13.600167953050228,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.4, 'e': 0.09710135005718508}",20,11,5.8002359415298255,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
584,False,"{'a': 0.4, 'e': 0.09671372043304398}",25,14,24.96771800654145,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.4, 'e': 0.09632763823049303}",20,1,15.944677852561554,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
586,False,"{'a': 0.4, 'e': 0.09594309727220877}",20,12,15.033069651479966,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.4, 'e': 0.09556009140552765}",20,16,8.79702310790288,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.4, 'e': 0.09517861450234763}",30,22,17.549778535197486,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.4, 'e': 0.09479866045903014}",30,12,34.23179393241766,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.4, 'e': 0.09442022319630235}",20,0,35.21784267728025,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
591,False,"{'a': 0.4, 'e': 0.09404329665916}",25,20,8.899031664018562,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.4, 'e': 0.09366787481677047}",35,25,17.67260703092836,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.4, 'e': 0.09329395166237625}",25,17,15.42339829154432,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.4, 'e': 0.0929215212131989}",25,12,24.699280457893746,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.4, 'e': 0.09255057751034329}",20,16,8.610927257636273,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.4, 'e': 0.09218111461870225}",20,10,17.599034790742852,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.4, 'e': 0.09181312662686164}",25,15,18.53430582876111,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.4, 'e': 0.09144660764700575}",25,17,1.0491678756634113,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
599,False,"{'a': 0.4, 'e': 0.09108155181482307}",25,14,23.874328733532998,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.4, 'e': 0.09071795328941251}",30,12,19.44259131286385,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
601,False,"{'a': 0.4, 'e': 0.0903558062531899}",25,11,14.503975617340286,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.4, 'e': 0.08999510491179492}",20,2,24.723778811889865,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.4, 'e': 0.08963584349399842}",20,14,9.419539491679837,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.4, 'e': 0.08927801625161007}",20,16,8.636190926690963,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.4, 'e': 0.08892161745938634}",20,14,13.202394919398934,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.4, 'e': 0.08856664141493895}",35,21,24.739519679492215,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.4, 'e': 0.08821308243864363}",20,5,0.8032517239458641,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
608,False,"{'a': 0.4, 'e': 0.0878609348735492}",25,12,13.626258682611233,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
609,False,"{'a': 0.4, 'e': 0.08751019308528712}",20,15,9.646227483760162,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.4, 'e': 0.0871608514619813}",25,6,12.446975630703857,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
611,False,"{'a': 0.4, 'e': 0.0868129044141583}",20,16,6.618347252631966,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.4, 'e': 0.08646634637465793}",25,14,23.599267019301386,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.4, 'e': 0.08612117179854416}",30,15,26.37525931859528,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.4, 'e': 0.08577737516301642}",20,15,9.911291238012904,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.4, 'e': 0.08543495096732123}",20,16,8.294469459516373,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.4, 'e': 0.08509389373266411}",20,7,11.0819937791249,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
617,False,"{'a': 0.4, 'e': 0.08475419800212207}",20,12,2.894646389376359,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
618,False,"{'a': 0.4, 'e': 0.08441585834055614}",25,13,11.110463534816965,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
619,False,"{'a': 0.4, 'e': 0.08407886933452452}",20,16,7.594952869198812,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.4, 'e': 0.08374322559219596}",20,8,22.638320940884256,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.4, 'e': 0.08340892174326339}",25,15,17.64328001609193,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.4, 'e': 0.0830759524388581}",20,0,34.57851736047962,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
623,False,"{'a': 0.4, 'e': 0.08274431235146412}",20,9,22.95123966541849,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.4, 'e': 0.08241399617483298}",25,7,26.623221673861288,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.4, 'e': 0.0820849986238988}",30,20,20.10640357735357,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.4, 'e': 0.08175731443469375}",25,5,34.7418022388827,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.4, 'e': 0.08143093836426381}",30,15,8.513737448421741,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
628,False,"{'a': 0.4, 'e': 0.0811058651905849}",30,23,15.505584163997405,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.4, 'e': 0.08078208971247929}",20,12,12.792131992080384,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.4, 'e': 0.08045960674953243}",30,20,18.157479058127862,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.4, 'e': 0.08013841114201004}",20,0,13.547950265939546,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
632,False,"{'a': 0.4, 'e': 0.07981849775077554}",20,12,14.542375636043142,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.4, 'e': 0.07949986145720786}",20,7,-3.2776222411305143,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
634,False,"{'a': 0.4, 'e': 0.07918249716311948}",25,1,26.25403251529362,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.4, 'e': 0.07886639979067495}",30,16,24.49152233743878,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.4, 'e': 0.07855156428230954}",20,2,31.587576391469455,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.4, 'e': 0.07823798560064842}",20,0,2.7764618474200944,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
638,False,"{'a': 0.4, 'e': 0.07792565872842598}",25,15,17.053237007362405,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.4, 'e': 0.07761457866840563}",25,8,23.486579477062843,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
640,False,"{'a': 0.4, 'e': 0.07730474044329974}",20,14,11.155721479971541,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.4, 'e': 0.07699613909569011}",30,7,34.322594645033675,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.4, 'e': 0.0766887696879486}",20,6,11.000053165158315,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
643,False,"{'a': 0.4, 'e': 0.07638262730215813}",30,23,15.280339920646131,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.4, 'e': 0.07607770704003398}",30,24,9.050095919063658,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.4, 'e': 0.07577400402284548}",30,15,31.336535190324945,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.4, 'e': 0.07547151339133784}",30,14,26.527702433992097,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.4, 'e': 0.07517023030565453}",20,5,-17.726976603116363,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
648,False,"{'a': 0.4, 'e': 0.07487014994525974}",20,12,15.689159905450717,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.4, 'e': 0.07457126750886131}",20,13,2.254084004477944,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
650,False,"{'a': 0.4, 'e': 0.07427357821433388}",25,9,18.13612797631092,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.4, 'e': 0.07397707729864236}",25,9,1.6098052824284599,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
652,False,"{'a': 0.4, 'e': 0.07368176001776583}",25,15,7.115630426710987,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
653,False,"{'a': 0.4, 'e': 0.07338762164662144}",20,16,6.407060048112559,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.4, 'e': 0.07309465747898901}",25,3,21.693171570794906,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
655,False,"{'a': 0.4, 'e': 0.07280286282743559}",25,5,36.69117928139332,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.4, 'e': 0.07251223302324053}",30,18,19.986887035971563,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.4, 'e': 0.07222276341632078}",20,6,20.84651051826652,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.4, 'e': 0.07193444937515645}",25,0,21.500351297075344,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",1
659,False,"{'a': 0.4, 'e': 0.07164728628671672}",25,10,23.326127803764926,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.4, 'e': 0.07136126955638605}",30,20,7.830216729301868,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
661,False,"{'a': 0.4, 'e': 0.07107639460789066}",20,6,0.03041392438891566,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
662,False,"{'a': 0.4, 'e': 0.0707926568832253}",25,6,-8.16592778190631,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
663,False,"{'a': 0.4, 'e': 0.0705100518425803}",25,12,23.0635206239189,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.4, 'e': 0.07022857496426901}",30,12,34.510800801967314,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.4, 'e': 0.06994822174465536}",20,0,31.996338500467623,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
666,False,"{'a': 0.4, 'e': 0.06966898769808184}",30,16,25.319604216301034,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.4, 'e': 0.06939086835679777}",25,15,15.857631516920332,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.4, 'e': 0.06911385927088776}",30,10,-7.667920159710281,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
669,False,"{'a': 0.4, 'e': 0.0688379560082005}",30,16,26.823148462360777,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.4, 'e': 0.06856315415427791}",25,19,11.316944641658825,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.4, 'e': 0.06828944931228448}",25,11,25.98558118405704,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.4, 'e': 0.06801683710293688}",25,0,34.123729532832726,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
673,False,"{'a': 0.4, 'e': 0.06774531316443395}",30,4,31.66947315732376,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
674,False,"{'a': 0.4, 'e': 0.0674748731523869}",25,19,12.510589472426293,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.4, 'e': 0.06720551273974976}",20,6,23.60532805852106,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.4, 'e': 0.06693722761675015}",25,15,-18.99080067341962,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
677,False,"{'a': 0.4, 'e': 0.06667001349082043}",20,14,9.613955346544866,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.4, 'e': 0.06640386608652883}",30,8,23.44337254476871,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
679,False,"{'a': 0.4, 'e': 0.06613878114551125}",20,10,-4.3203309333257005,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
680,False,"{'a': 0.4, 'e': 0.06587475442640295}",30,15,29.43323376799329,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.4, 'e': 0.0656117817047708}",25,2,7.008345694084144,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
682,False,"{'a': 0.4, 'e': 0.06534985877304565}",20,7,24.378421891256476,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.4, 'e': 0.065088981440455}",20,2,16.632818662574095,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
684,False,"{'a': 0.4, 'e': 0.06482914553295596}",20,0,7.896749705244793,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
685,False,"{'a': 0.4, 'e': 0.06457034689316847}",30,22,17.171277300361787,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.4, 'e': 0.06431258138030878}",20,8,27.575311612945306,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.4, 'e': 0.06405584487012317}",20,13,15.519779720384939,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.4, 'e': 0.063800133254822}",30,10,30.637568058930718,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.4, 'e': 0.063545442443014}",20,11,14.637571316009188,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.4, 'e': 0.0632917683596407}",30,17,15.077897203942744,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.4, 'e': 0.0630391069459114}",20,13,10.54524109892157,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.4, 'e': 0.06278745415923806}",25,18,14.334063214344573,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.4, 'e': 0.06253680597317074}",30,18,12.10084583659794,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.4, 'e': 0.062287158377333104}",20,6,-21.10720414327368,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
695,False,"{'a': 0.4, 'e': 0.06203850737735829}",25,15,18.64802234330904,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.4, 'e': 0.06179084899482501}",20,13,15.33193069132836,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.4, 'e': 0.06154417926719387}",30,19,-2.7051214922555387,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
698,False,"{'a': 0.4, 'e': 0.06129849424774392}",25,13,9.873601282588897,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
699,False,"{'a': 0.4, 'e': 0.061053790005509645}",25,18,11.402549508893662,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.4, 'e': 0.060810062625217945}",20,10,19.541407469855834,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.4, 'e': 0.060567308207225536}",25,11,25.68750569001176,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.4, 'e': 0.06032552286745654}",20,10,21.263932786038133,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.4, 'e': 0.06008470273734036}",20,4,27.288402924594443,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.4, 'e': 0.05984484396374982}",20,1,30.530060070633443,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.4, 'e': 0.05960594270893936}",20,7,21.480592494968292,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.4, 'e': 0.05936799515048384}",30,18,21.33680281274054,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.4, 'e': 0.05913099748121725}",20,7,14.537750742959142,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
708,False,"{'a': 0.4, 'e': 0.058894945909171825}",20,10,16.188318630553496,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.4, 'e': 0.05865983665751735}",20,10,16.169982926356337,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.4, 'e': 0.05842566596450083}",35,26,16.427152552641612,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.4, 'e': 0.05819243008338614}",20,6,11.816184159079821,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
712,False,"{'a': 0.4, 'e': 0.057960125282394234}",20,0,-10.96484199396152,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
713,False,"{'a': 0.4, 'e': 0.05772874784464333}",25,17,15.129495586321003,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
